Column Name,Inconsistent Data Types Across Files,Data Types by File
persons_in_whose_cases_charge_sheets_were_laid_during_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_under_trial_at_the_beginning_of_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
total_number_of_persons_under_trial_during_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_against_whom_cases_were_compounded_or_withdrawn,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_in_custody_or_on_bail_during_the_stage_of_trial_at_the_end_of_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
persons_in_whose_cases_trials_were_completed_during_the_year,False,"{'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_IPC_crime_2012.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2013.csv': 'int64', 'Person_arrested_and_their_disposal_by_police_and_court_SLL_crime_2012.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2013.csv': 'int64', 'Persons_arrested_and_their_disposal_by_police_and_court_under_crime_against_children_2012.csv': 'int64'}"
cases_property_recovered,False,"{'Property_stolen_and_recovered.csv': 'int64', 'Property_stolen_and_recovered_nature_of_property.csv': 'int64'}"
cases_property_stolen,False,"{'Property_stolen_and_recovered.csv': 'int64', 'Property_stolen_and_recovered_nature_of_property.csv': 'int64'}"
value_of_property_recovered,False,"{'Property_stolen_and_recovered.csv': 'int64', 'Property_stolen_and_recovered_nature_of_property.csv': 'int64'}"
value_of_property_stolen,False,"{'Property_stolen_and_recovered.csv': 'int64', 'Property_stolen_and_recovered_nature_of_property.csv': 'int64'}"
k_a_cases_reported,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_10_15_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_15_18_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_18_30_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_30_50_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_above_50_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_total,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_female_upto_10_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_grand_total,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_10_15_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_15_18_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_18_30_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_30_50_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_above_50_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_total,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
k_a_male_upto_10_years,False,{'Specific_purpose_of_kidnapping_and_abduction.csv': 'float64'}
offenders_arrested,False,{'Persons_arrested_under_recidivism.csv': 'int64'}
offenders_arrested_for_the_first_time,False,{'Persons_arrested_under_recidivism.csv': 'int64'}
offenders_conviction_in_the_past_once,False,{'Persons_arrested_under_recidivism.csv': 'int64'}
offenders_conviction_in_the_past_three_times_or_more,False,{'Persons_arrested_under_recidivism.csv': 'int64'}
offenders_conviction_in_the_past_twice,False,{'Persons_arrested_under_recidivism.csv': 'int64'}
"protection_of_civil_rights_act,_1955",False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_attempt_to_commit_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_rape,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_attempt_to_commit_rape,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_assault_on_women_with_intent_to_outrage_her_modesty,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_sexual_harassment,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_assault_on_women_with_intent_to_disrobe,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_voyeurism,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_stalking,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_other_sexual_harassment,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_insult_to_the_modesty_of_women,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_kidnapping_&_abduction_grandtotal,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_kidnaping_&_abduction_total,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_kidnaping_&_abduction_in_order_to_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_kidnapping_for_ransom,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_kidnapping_&_abduction_of_women_to_compel_her_for_marriage,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_other_kidnapping,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_dacoity,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_dacoity_with_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_other_dacoity,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_robbery,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_arson,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_grievous_hurt,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_hurt,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_acid_attack,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_attempt_to_acid_attack,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_riots,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_other_ipc_crimes,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
poa_sc_/_st_(prevention_of_atrocities)_act_only,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
"total_of_sc/st_(prevention_of_atrocities)_act_,1989",False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_attempt_to_commit_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_rape,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_attempt_to_commit_rape,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_assault_on_women_with_intent_to_outrage_her_modesty,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_sexual_harassment,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_assault_on_women_with_intent_to_disrobe,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_voyeurism,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_stalking,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_other_sexual_harassment,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_insult_to_the_modesty_of_women,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_kidnapping_&_abduction,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_kidnaping_&_abduction,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_kidnaping_&_abduction_in_order_to_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_kidnapping_for_ransom,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_kidnapping_&_abduction_of_women_to_compel_her_for_marriage,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_other_kidnapping,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_dacoity,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_dacoity_with_murder,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_other_dacoity,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_robbery,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_arson,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_grievous_hurt,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_hurt,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_acid_attack,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_attempt_to_acid_attack,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_riots,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
ipc_other_ipc_crimes,False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
total_ipc_crimes_against_scs,False,{'District_wise_crimes_committed_against_SC_2014.csv': 'int64'}
"manual_scavengers_and_construction_of_dry_latrines_(p)_act,_1993",False,"{'District_wise_crimes_committed_against_SC_2014.csv': 'int64', 'District_wise_crimes_committed_against_ST_2014.csv': 'int64'}"
other_sll_crime_against_scs,False,{'District_wise_crimes_committed_against_SC_2014.csv': 'int64'}
total_crimes_against_scs,False,{'District_wise_crimes_committed_against_SC_2014.csv': 'int64'}
cd_accidents,False,{'Custodial_death_others.csv': 'float64'}
cd_by_mob_attackriots,False,{'Custodial_death_others.csv': 'float64'}
cd_by_other_criminals,False,{'Custodial_death_others.csv': 'float64'}
cd_by_suicide,False,{'Custodial_death_others.csv': 'float64'}
cd_illnessnatural_death,False,{'Custodial_death_others.csv': 'float64'}
cd_while_escaping_from_custody,False,{'Custodial_death_others.csv': 'float64'}
pc1_oral_complaints,False,{'Nature_of_complaints_received_by_police.csv': 'float64'}
pc2_written_complaints,False,{'Nature_of_complaints_received_by_police.csv': 'int64'}
pc3_distress_call_over_phoneno_100_etc,False,{'Nature_of_complaints_received_by_police.csv': 'float64'}
pc4_complaints_initiated_sue_motto_by_police,False,{'Nature_of_complaints_received_by_police.csv': 'float64'}
pc5_total_complaints_sum_of_1_4_above,False,{'Nature_of_complaints_received_by_police.csv': 'int64'}
pc6_total_complaints_as_recorded_in_gd,False,{'Nature_of_complaints_received_by_police.csv': 'float64'}
pc7_ipc_cases_registered,False,{'Nature_of_complaints_received_by_police.csv': 'int64'}
pc8_sll_cases_registered,False,{'Nature_of_complaints_received_by_police.csv': 'int64'}
attempt_to_murder,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
other_rape,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
kidnapping_and_abduction_of_women_and_girls,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
kidnapping_and_abduction_of_others,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
preparation_and_assembly_for_dacoity,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
burglary,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
other_theft,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
counterfieting,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
hurt/grevious_hurt,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
importation_of_girls_from_foreign_countries,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
total_ipc_crimes,False,"{'District_wise_crimes_committed_IPC_2013.csv': 'int64', 'District_wise_crimes_committed_IPC_2001_2012.csv': 'int64'}"
victims_of_murder_by_fire_arms,False,{'Use_of_fire_arms_in_murder_cases.csv': 'int64'}
victims_of_murder_by_licensed_arms,False,{'Use_of_fire_arms_in_murder_cases.csv': 'float64'}
victims_of_murder_by_un_licensedimprovisedcrudecountry_made_arms_etc,False,{'Use_of_fire_arms_in_murder_cases.csv': 'float64'}
recidivism_new_delinquent,False,{'Juveniles_arrested_Recidivism.csv': 'int64'}
recidivism_old_delinquent,False,{'Juveniles_arrested_Recidivism.csv': 'int64'}
recidivism_total,False,{'Juveniles_arrested_Recidivism.csv': 'int64'}
cases_acquitted_or_discharged,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_charge_sheets_were_not_laid_but_final_report_submitted,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_chargesheeted,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_compounded_or_withdrawn,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_convicted,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_declared_false_on_account_of_mistake_of_fact_or_of_law,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_investigated_chargesheets+fr_submitted,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_not_investigated_or_in_which_investigation_was_refused,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_pending_investigation_at_year_end,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_pending_investigation_from_previous_year,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_pending_trial_at_year_end,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_pending_trial_from_the_previous_year,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_reported,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_sent_for_trial,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_trials_completed,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_withdrawn_by_the_govt,False,{'Cases_under_crime_against_women.csv': 'int64'}
cases_withdrawn_by_the_govt_during_investigation,False,{'Cases_under_crime_against_women.csv': 'int64'}
total_cases_for_trial,False,{'Cases_under_crime_against_women.csv': 'int64'}
cd_deaths_reported,True,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'int64', 'Custodial_death_during_production.csv': 'int64'}"
cd_no_of_autopsy_conducted,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
cd_no_of_cases_registered_in_connection_with_deaths,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
cd_no_of_judicial_enquiry_orderedconducted,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
cd_no_of_magisterial_enquiry_orderedconducted,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
cd_no_of_policemen_charge_sheeted,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
cd_no_of_policemen_convicted,False,"{'Custodial_death_person_remanded.csv': 'float64', 'Custodial_death_person_not_remanded.csv': 'float64', 'Custodial_death_during_production.csv': 'float64'}"
trial_of_violent_crimes_by_courts_by_confession,False,{'Trial_of_violent_crimes_by_courts.csv': 'float64'}
trial_of_violent_crimes_by_courts_by_trial,False,{'Trial_of_violent_crimes_by_courts.csv': 'float64'}
trial_of_violent_crimes_by_courts_total,False,{'Trial_of_violent_crimes_by_courts.csv': 'float64'}
ph_houses_provided_by_department,False,{'Police_housing.csv': 'float64'}
ph_houses_provided_on_leaserentgpra,False,{'Police_housing.csv': 'float64'}
ph_sanctioned_strength,False,{'Police_housing.csv': 'int64'}
ac01_no_of_cases_pending_investigation_from_previous_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac02_no_of_cases_registered_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac03_total_no_of_cases_for_investigation_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac04_no_of_cases_investigated_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac05_no_of_cases_not_investigatedor_in_which_investigation_was_dropped_due_to_any_reason_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac06_no_of_cases_transferred_to_local_police_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac07_no_of_cases_declared_false_mistake_of_fact_or_of_law_or_non_cognizable_or_civil_in_nature,False,{'Anti_corruprion_cases.csv': 'float64'}
ac08_no_of_cases_in_which_charge_sheets_were_laid_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac09_no_of_cases_pending_departmental_sanction_for_prosecution_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac10_no_of_cases_sent_up_for_trial_and_also_reported_for_departmental_action_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac11_no_of_cases_reported_for_regular_departmental_action_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac12_no_of_cases_reported_for_suitable_action_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac13_no_of_cases_in_which_charge_sheets_were_not_laid_but_final_report_submitted_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac14_no_of_cases_pending_investigation_at_the_end_of_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac15_no_of_cases_resulted_in_recoveries_or_seizures_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac16_value_of_property_recoveredseized_during_the_year_in_rs,False,{'Anti_corruprion_cases.csv': 'float64'}
ac17_percentage_of_cases_charge_sheeted_to_total_cases_investigated,False,{'Anti_corruprion_cases.csv': 'float64'}
ac18_no_of_cases_pending_trial_from_the_previous_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac19_no_of_cases_sent_up_for_trial_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac20_total_no_of_cases_for_trial_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac21_no_of_cases_withdrawn_or_other_wise_disposed_off_on_account_of_death_of_the_accused_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac22_no_of_cases_in_which_trials_were_completed_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac23_no_of_cases_convicted_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac24_no_of_cases_acquitted_or_discharged_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac25_no_of_cases_pending_trial_at_the_end_of_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac26_percentage_of_cases_convicted_to_cases_in_which_trials_were_completed_during_the_year,False,{'Anti_corruprion_cases.csv': 'float64'}
ac27_total_amount_of_fine_imposed_during_the_year_in_rs,False,{'Anti_corruprion_cases.csv': 'float64'}
infanticid,False,{'District_wise_crimes_committed_against_children_2013.csv': 'int64'}
other_murder,False,{'District_wise_crimes_committed_against_children_2013.csv': 'int64'}
foeticide,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
abetment_of_suicide,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
exposure_and_abandonment,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
procuration_of_minor_girls,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
buying_of_girls_for_prostitution,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
selling_of_girls_for_prostitution,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
prohibition_of_child_marriage_act,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
other_crimes,True,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'float64'}"
total,False,"{'District_wise_crimes_committed_against_children_2013.csv': 'int64', 'District_wise_crimes_committed_against_children_2001_2012.csv': 'int64'}"
juveniles_acquitted_or_otherwise_disposed_of,False,{'Juveniles_arrested_and_their_disposal.csv': 'int64'}
juveniles_arrested,False,{'Juveniles_arrested_and_their_disposal.csv': 'int64'}
juveniles_dealt_with_fine,False,{'Juveniles_arrested_and_their_disposal.csv': 'int64'}
juveniles_released_on_probation_and_placed_under_the_care_of_fit_institutions,False,{'Juveniles_arrested_and_their_disposal.csv': 'int64'}
